heading,line,cond_num,Hs,Tp,dof,static_val,dyn_mean,dyn_max,dyn_std
0deg,HL17,7,2.5000,5.2200,heave,0.0008,-0.0013,0.0292,0.0022
0deg,HL17,7,2.5000,5.2200,roll,-0.1486,-0.2368,-0.1241,0.0098
0deg,HL17,7,2.5000,5.2200,pitch,-0.0005,-0.0002,0.0593,0.0035
0deg,HL17,7,2.5000,5.2200,yaw,0.0026,-0.0061,0.0153,0.0018
0deg,HL17,8,2.8300,5.5500,surge,4.8542,5.1121,6.0555,0.2465
0deg,HL17,8,2.8300,5.5500,sway,-17.9680,-17.9732,-17.9646,0.0012
0deg,HL17,8,2.8300,5.5500,heave,0.0004,-0.0013,0.0441,0.0030
0deg,HL17,8,2.8300,5.5500,roll,-0.1635,-0.2354,-0.1350,0.0105
0deg,HL17,8,2.8300,5.5500,pitch,-0.0004,-0.0003,0.0888,0.0040
0deg,HL17,8,2.8300,5.5500,yaw,0.0035,-0.0068,0.0136,0.0011
0deg,HL17,9,3.1700,5.8700,surge,4.8810,5.1781,6.7622,0.4267
0deg,HL17,9,3.1700,5.8700,sway,-17.9690,-17.9733,-17.9606,0.0024
0deg,HL17,9,3.1700,5.8700,heave,0.0001,-0.0012,0.0488,0.0026
0deg,HL17,9,3.1700,5.8700,roll,-0.1806,-0.2356,-0.1383,0.0076
0deg,HL17,9,3.1700,5.8700,pitch,-0.0003,-0.0004,0.1058,0.0079
0deg,HL17,9,3.1700,5.8700,yaw,0.0043,-0.0082,0.0148,0.0017
0deg,HL19,1,0.5000,2.4700,surge,4.8029,4.8030,4.8090,0.0007
0deg,HL19,1,0.5000,2.4700,sway,-17.9660,-17.9660,-17.9653,0.0001
0deg,HL19,1,0.5000,2.4700,heave,0.0016,0.0008,0.0016,0.0000
0deg,HL19,1,0.5000,2.4700,roll,-0.1184,-0.1174,-0.1136,0.0002
0deg,HL19,1,0.5000,2.4700,pitch,-0.0002,-0.0001,0.0003,0.0000
0deg,HL19,1,0.5000,2.4700,yaw,-0.0012,-0.0012,0.0009,0.0001
0deg,HL19,2,0.8300,3.1800,surge,4.8061,4.8066,4.8269,0.0037
0deg,HL19,2,0.8300,3.1800,sway,-17.9660,-17.9660,-17.9648,0.0001
0deg,HL19,2,0.8300,3.1800,heave,0.0016,0.0008,0.0019,0.0001
0deg,HL19,2,0.8300,3.1800,roll,-0.1198,-0.1190,-0.1116,0.0004
0deg,HL19,2,0.8300,3.1800,pitch,-0.0003,-0.0001,0.0018,0.0001
0deg,HL19,2,0.8300,3.1800,yaw,-0.0007,-0.0006,0.0048,0.0003
0deg,HL19,3,1.1700,3.7700,surge,4.8101,4.8298,4.8879,0.0169
0deg,HL19,3,1.1700,3.7700,sway,-17.9660,-17.9675,-17.9642,0.0004
0deg,HL19,3,1.1700,3.7700,heave,0.0016,0.0003,0.0035,0.0001
0deg,HL19,3,1.1700,3.7700,roll,-0.1222,-0.1453,-0.1111,0.0011
0deg,HL19,3,1.1700,3.7700,pitch,-0.0003,-0.0001,0.0060,0.0005
0deg,HL19,3,1.1700,3.7700,yaw,-0.0001,-0.0007,0.0082,0.0006
0deg,HL19,4,1.5000,4.2700,surge,4.8145,4.9152,5.0151,0.0217
0deg,HL19,4,1.5000,4.2700,sway,-17.9660,-17.9712,-17.9647,0.0004
0deg,HL19,4,1.5000,4.2700,heave,0.0016,-0.0008,0.0064,0.0003
0deg,HL19,4,1.5000,4.2700,roll,-0.1256,-0.2079,-0.1050,0.0086
0deg,HL19,4,1.5000,4.2700,pitch,-0.0003,-0.0001,0.0138,0.0007
0deg,HL19,4,1.5000,4.2700,yaw,0.0005,-0.0032,0.0089,0.0005
0deg,HL19,5,1.8300,4.7200,surge,4.8199,4.9737,5.1333,0.0326
0deg,HL19,5,1.8300,4.7200,sway,-17.9660,-17.9728,-17.9652,0.0004
0deg,HL19,5,1.8300,4.7200,heave,0.0015,-0.0012,0.0130,0.0008
0deg,HL19,5,1.8300,4.7200,roll,-0.1303,-0.2331,-0.1112,0.0065
0deg,HL19,5,1.8300,4.7200,pitch,-0.0004,-0.0002,0.0287,0.0016
0deg,HL19,5,1.8300,4.7200,yaw,0.0012,-0.0046,0.0117,0.0013
0deg,HL19,6,2.1700,5.1300,surge,4.8294,5.0192,5.3094,0.0712
0deg,HL19,6,2.1700,5.1300,sway,-17.9670,-17.9731,-17.9657,0.0004
0deg,HL19,6,2.1700,5.1300,heave,0.0002,-0.0013,0.0234,0.0017
0deg,HL19,6,2.1700,5.1300,roll,-0.1351,-0.2363,-0.1183,0.0068
0deg,HL19,6,2.1700,5.1300,pitch,-0.0001,-0.0002,0.0487,0.0037
0deg,HL19,6,2.1700,5.1300,yaw,0.0021,-0.0054,0.0121,0.0010
0deg,HL19,7,2.5000,5.5200,surge,4.8376,5.0604,5.6029,0.1417
0deg,HL19,7,2.5000,5.5200,sway,-17.9670,-17.9731,-17.9658,0.0006
0deg,HL19,7,2.5000,5.5200,heave,0.0008,-0.0013,0.0390,0.0028
0deg,HL19,7,2.5000,5.5200,roll,-0.1480,-0.2353,-0.1216,0.0119
0deg,HL19,7,2.5000,5.5200,pitch,-0.0005,-0.0002,0.0788,0.0045
0deg,HL19,7,2.5000,5.5200,yaw,0.0026,-0.0059,0.0135,0.0013
0deg,HL19,8,2.8300,5.8700,surge,4.8531,5.1050,6.1845,0.2685
0deg,HL19,8,2.8300,5.8700,sway,-17.9680,-17.9731,-17.9640,0.0011
0deg,HL19,8,2.8300,5.8700,heave,0.0004,-0.0012,0.0586,0.0051
0deg,HL19,8,2.8300,5.8700,roll,-0.1625,-0.2346,-0.1264,0.0131
0deg,HL19,8,2.8300,5.8700,pitch,-0.0004,-0.0003,0.1242,0.0103
0deg,HL19,8,2.8300,5.8700,yaw,0.0034,-0.0066,0.0126,0.0012
0deg,HL19,9,3.1700,6.2100,surge,4.8768,5.1610,6.9117,0.4255
0deg,HL19,9,3.1700,6.2100,sway,-17.9690,-17.9731,-17.9606,0.0021
0deg,HL19,9,3.1700,6.2100,heave,0.0001,-0.0012,0.0794,0.0053
0deg,HL19,9,3.1700,6.2100,roll,-0.1783,-0.2343,-0.1029,0.0143
0deg,HL19,9,3.1700,6.2100,pitch,-0.0003,-0.0003,0.1730,0.0108
0deg,HL19,9,3.1700,6.2100,yaw,0.0042,-0.0078,0.0162,0.0032
0deg,HL21,1,0.5000,2.5900,surge,4.8029,4.8030,4.8088,0.0005
0deg,HL21,1,0.5000,2.5900,sway,-17.9660,-17.9660,-17.9653,0.0001
0deg,HL21,1,0.5000,2.5900,heave,0.0016,0.0008,0.0016,0.0000
0deg,HL21,1,0.5000,2.5900,roll,-0.1184,-0.1174,-0.1133,0.0003
0deg,HL21,1,0.5000,2.5900,pitch,-0.0002,-0.0001,0.0004,0.0000
0deg,HL21,1,0.5000,2.5900,yaw,-0.0012,-0.0012,0.0010,0.0001
0deg,HL21,2,0.8300,3.3500,surge,4.8061,4.8066,4.8273,0.0038
0deg,HL21,2,0.8300,3.3500,sway,-17.9660,-17.9660,-17.9648,0.0001
0deg,HL21,2,0.8300,3.3500,heave,0.0016,0.0008,0.0020,0.0001
0deg,HL21,2,0.8300,3.3500,roll,-0.1198,-0.1191,-0.1118,0.0003
0deg,HL21,2,0.8300,3.3500,pitch,-0.0003,-0.0001,0.0023,0.0001
0deg,HL21,2,0.8300,3.3500,yaw,-0.0007,-0.0006,0.0049,0.0004
0deg,HL21,3,1.1700,3.9600,surge,4.8100,4.8306,4.8851,0.0160
0deg,HL21,3,1.1700,3.9600,sway,-17.9660,-17.9676,-17.9642,0.0003
0deg,HL21,3,1.1700,3.9600,heave,0.0016,0.0003,0.0045,0.0003
0deg,HL21,3,1.1700,3.9600,roll,-0.1222,-0.1478,-0.1072,0.0023
0deg,HL21,3,1.1700,3.9600,pitch,-0.0003,-0.0001,0.0075,0.0005
0deg,HL21,3,1.1700,3.9600,yaw,-0.0001,-0.0008,0.0079,0.0005
0deg,HL21,4,1.5000,4.4900,surge,4.8145,4.9163,4.9969,0.0141
0deg,HL21,4,1.5000,4.4900,sway,-17.9660,-17.9714,-17.9647,0.0005
0deg,HL21,4,1.5000,4.4900,heave,0.0016,-0.0009,0.0082,0.0004
0deg,HL21,4,1.5000,4.4900,roll,-0.1255,-0.2120,-0.1108,0.0065
0deg,HL21,4,1.5000,4.4900,pitch,-0.0003,-0.0001,0.0174,0.0010
0deg,HL21,4,1.5000,4.4900,yaw,0.0005,-0.0033,0.0087,0.0005
0deg,HL21,5,1.8300,4.9700,surge,4.8198,4.9697,5.1307,0.0349
0deg,HL21,5,1.8300,4.9700,sway,-17.9660,-17.9728,-17.9656,0.0004
0deg,HL21,5,1.8300,4.9700,heave,0.0015,-0.0012,0.0166,0.0008
0deg,HL21,5,1.8300,4.9700,roll,-0.1302,-0.2332,-0.1104,0.0041
0deg,HL21,5,1.8300,4.9700,pitch,-0.0004,-0.0002,0.0357,0.0021
0deg,HL21,5,1.8300,4.9700,yaw,0.0012,-0.0045,0.0102,0.0007
0deg,HL21,6,2.1700,5.4000,surge,4.8291,5.0135,5.2856,0.0729
0deg,HL21,6,2.1700,5.4000,sway,-17.9670,-17.9730,-17.9655,0.0005
0deg,HL21,6,2.1700,5.4000,heave,0.0002,-0.0013,0.0301,0.0016
0deg,HL21,6,2.1700,5.4000,roll,-0.1349,-0.2353,-0.1143,0.0091
0deg,HL21,6,2.1700,5.4000,pitch,-0.0001,-0.0002,0.0620,0.0033
0deg,HL21,6,2.1700,5.4000,yaw,0.0021,-0.0052,0.0108,0.0004
0deg,HL21,7,2.5000,5.8000,surge,4.8370,5.0540,5.6756,0.1555
0deg,HL21,7,2.5000,5.8000,sway,-17.9670,-17.9730,-17.9660,0.0005
0deg,HL21,7,2.5000,5.8000,heave,0.0008,-0.0013,0.0473,0.0033
0deg,HL21,7,2.5000,5.8000,roll,-0.1473,-0.2348,-0.1183,0.0118
0deg,HL21,7,2.5000,5.8000,pitch,-0.0005,-0.0002,0.0974,0.0068
0deg,HL21,7,2.5000,5.8000,yaw,0.0026,-0.0057,0.0118,0.0011
0deg,HL21,8,2.8300,6.1700,surge,4.8520,5.0991,6.2100,0.2627
0deg,HL21,8,2.8300,6.1700,sway,-17.9680,-17.9730,-17.9648,0.0009
0deg,HL21,8,2.8300,6.1700,heave,0.0005,-0.0012,0.0668,0.0042
0deg,HL21,8,2.8300,6.1700,roll,-0.1617,-0.2339,-0.1050,0.0125
0deg,HL21,8,2.8300,6.1700,pitch,-0.0004,-0.0003,0.1449,0.0104
0deg,HL21,8,2.8300,6.1700,yaw,0.0034,-0.0065,0.0124,0.0015
0deg,HL21,9,3.1700,6.5300,surge,4.8751,5.1564,6.9126,0.4194
0deg,HL21,9,3.1700,6.5300,sway,-17.9690,-17.9731,-17.9586,0.0028
0deg,HL21,9,3.1700,6.5300,heave,0.0002,-0.0012,0.1000,0.0072
0deg,HL21,9,3.1700,6.5300,roll,-0.1773,-0.2340,-0.0720,0.0136
0deg,HL21,9,3.1700,6.5300,pitch,-0.0003,-0.0003,0.2205,0.0151
0deg,HL21,9,3.1700,6.5300,yaw,0.0042,-0.0077,0.0153,0.0030
0deg,HL23,1,0.5000,2.7100,surge,4.8029,4.8030,4.8090,0.0006
0deg,HL23,1,0.5000,2.7100,sway,-17.9660,-17.9660,-17.9653,0.0001
0deg,HL23,1,0.5000,2.7100,heave,0.0016,0.0008,0.0016,0.0000
0deg,HL23,1,0.5000,2.7100,roll,-0.1184,-0.1174,-0.1135,0.0002
0deg,HL23,1,0.5000,2.7100,pitch,-0.0002,-0.0001,0.0005,0.0000
0deg,HL23,1,0.5000,2.7100,yaw,-0.0012,-0.0012,0.0010,0.0002
0deg,HL23,2,0.8300,3.5000,surge,4.8061,4.8065,4.8273,0.0041
0deg,HL23,2,0.8300,3.5000,sway,-17.9660,-17.9660,-17.9648,0.0001
0deg,HL23,2,0.8300,3.5000,heave,0.0016,0.0008,0.0029,0.0003
0deg,HL23,2,0.8300,3.5000,roll,-0.1198,-0.1190,-0.1117,0.0003
0deg,HL23,2,0.8300,3.5000,pitch,-0.0003,-0.0001,0.0042,0.0008
0deg,HL23,2,0.8300,3.5000,yaw,-0.0007,-0.0006,0.0050,0.0004
0deg,HL23,3,1.1700,4.1500,surge,4.8100,4.8318,4.8899,0.0160
0deg,HL23,3,1.1700,4.1500,sway,-17.9660,-17.9677,-17.9642,0.0004
0deg,HL23,3,1.1700,4.1500,heave,0.0016,0.0003,0.0051,0.0001
0deg,HL23,3,1.1700,4.1500,roll,-0.1222,-0.1497,-0.1063,0.0031
0deg,HL23,3,1.1700,4.1500,pitch,-0.0003,-0.0001,0.0091,0.0003
0deg,HL23,3,1.1700,4.1500,yaw,-0.0001,-0.0008,0.0074,0.0003
0deg,HL23,4,1.5000,4.7000,surge,4.8144,4.9177,4.9939,0.0124
0deg,HL23,4,1.5000,4.7000,sway,-17.9660,-17.9717,-17.9650,0.0004
0deg,HL23,4,1.5000,4.7000,heave,0.0016,-0.0009,0.0107,0.0007
0deg,HL23,4,1.5000,4.7000,roll,-0.1255,-0.2162,-0.1085,0.0058
0deg,HL23,4,1.5000,4.7000,pitch,-0.0003,-0.0002,0.0232,0.0015
0deg,HL23,4,1.5000,4.7000,yaw,0.0005,-0.0034,0.0087,0.0007
0deg,HL23,5,1.8300,5.2000,surge,4.8196,4.9674,5.1100,0.0294
0deg,HL23,5,1.8300,5.2000,sway,-17.9660,-17.9728,-17.9653,0.0004
0deg,HL23,5,1.8300,5.2000,heave,0.0015,-0.0013,0.0205,0.0009
0deg,HL23,5,1.8300,5.2000,roll,-0.1301,-0.2335,-0.1077,0.0090
0deg,HL23,5,1.8300,5.2000,pitch,-0.0004,-0.0001,0.0433,0.0025
0deg,HL23,5,1.8300,5.2000,yaw,0.0012,-0.0044,0.0100,0.0007
0deg,HL23,6,2.1700,5.6500,surge,4.8288,5.0106,5.3029,0.0700
0deg,HL23,6,2.1700,5.6500,sway,-17.9670,-17.9729,-17.9656,0.0004
0deg,HL23,6,2.1700,5.6500,heave,0.0002,-0.0013,0.0354,0.0024
0deg,HL23,6,2.1700,5.6500,roll,-0.1346,-0.2349,-0.1170,0.0081
0deg,HL23,6,2.1700,5.6500,pitch,-0.0001,-0.0002,0.0781,0.0049
0deg,HL23,6,2.1700,5.6500,yaw,0.0021,-0.0051,0.0105,0.0004
0deg,HL23,7,2.5000,6.0700,surge,4.8365,5.0492,5.6887,0.1499
0deg,HL23,7,2.5000,6.0700,sway,-17.9670,-17.9730,-17.9649,0.0009
0deg,HL23,7,2.5000,6.0700,heave,0.0008,-0.0013,0.0548,0.0032
0deg,HL23,7,2.5000,6.0700,roll,-0.1467,-0.2345,-0.1161,0.0124
0deg,HL23,7,2.5000,6.0700,pitch,-0.0005,-0.0002,0.1200,0.0065
0deg,HL23,7,2.5000,6.0700,yaw,0.0025,-0.0056,0.0112,0.0012
0deg,HL23,8,2.8300,6.4600,surge,4.8511,5.0949,6.2028,0.2575
0deg,HL23,8,2.8300,6.4600,sway,-17.9680,-17.9730,-17.9646,0.0006
0deg,HL23,8,2.8300,6.4600,heave,0.0005,-0.0012,0.0859,0.0070
0deg,HL23,8,2.8300,6.4600,roll,-0.1610,-0.2336,-0.0972,0.0162
0deg,HL23,8,2.8300,6.4600,pitch,-0.0005,-0.0003,0.1884,0.0156
0deg,HL23,8,2.8300,6.4600,yaw,0.0033,-0.0064,0.0116,0.0017
0deg,HL23,9,3.1700,6.8300,surge,4.8737,5.1517,6.8515,0.3875
0deg,HL23,9,3.1700,6.8300,sway,-17.9690,-17.9730,-17.9598,0.0022
0deg,HL23,9,3.1700,6.8300,heave,0.0002,-0.0012,0.1125,0.0068
0deg,HL23,9,3.1700,6.8300,roll,-0.1765,-0.2337,-0.0949,0.0056
0deg,HL23,9,3.1700,6.8300,pitch,-0.0004,-0.0003,0.2502,0.0156
0deg,HL23,9,3.1700,6.8300,yaw,0.0041,-0.0076,0.0144,0.0027
0deg,HL25,1,0.5000,2.8300,surge,4.8029,4.8030,4.8093,0.0006
0deg,HL25,1,0.5000,2.8300,sway,-17.9660,-17.9660,-17.9653,0.0001
0deg,HL25,1,0.5000,2.8300,heave,0.0016,0.0008,0.0016,0.0000
0deg,HL25,1,0.5000,2.8300,roll,-0.1184,-0.1174,-0.1129,0.0004
0deg,HL25,1,0.5000,2.8300,pitch,-0.0002,-0.0001,0.0006,0.0000
0deg,HL25,1,0.5000,2.8300,yaw,-0.0012,-0.0012,0.0010,0.0002
0deg,HL25,2,0.8300,3.6500,surge,4.8061,4.8065,4.8274,0.0040
0deg,HL25,2,0.8300,3.6500,sway,-17.9660,-17.9660,-17.9647,0.0001
0deg,HL25,2,0.8300,3.6500,heave,0.0016,0.0008,0.0027,0.0001
0deg,HL25,2,0.8300,3.6500,roll,-0.1198,-0.1189,-0.1116,0.0003
0deg,HL25,2,0.8300,3.6500,pitch,-0.0003,-0.0001,0.0039,0.0005
0deg,HL25,2,0.8300,3.6500,yaw,-0.0007,-0.0006,0.0050,0.0005
0deg,HL25,3,1.1700,4.3200,surge,4.8100,4.8324,4.8887,0.0162
0deg,HL25,3,1.1700,4.3200,sway,-17.9660,-17.9679,-17.9642,0.0004
0deg,HL25,3,1.1700,4.3200,heave,0.0016,0.0002,0.0062,0.0002
0deg,HL25,3,1.1700,4.3200,roll,-0.1222,-0.1521,-0.1039,0.0047
0deg,HL25,3,1.1700,4.3200,pitch,-0.0003,-0.0002,0.0111,0.0003
0deg,HL25,3,1.1700,4.3200,yaw,-0.0001,-0.0008,0.0073,0.0004
0deg,HL25,4,1.5000,4.9000,surge,4.8144,4.9185,4.9914,0.0113
0deg,HL25,4,1.5000,4.9000,sway,-17.9660,-17.9719,-17.9653,0.0003
0deg,HL25,4,1.5000,4.9000,heave,0.0016,-0.0010,0.0127,0.0007
0deg,HL25,4,1.5000,4.9000,roll,-0.1255,-0.2206,-0.1067,0.0047
0deg,HL25,4,1.5000,4.9000,pitch,-0.0003,-0.0002,0.0279,0.0025
0deg,HL25,4,1.5000,4.9000,yaw,0.0005,-0.0034,0.0080,0.0005
0deg,HL25,5,1.8300,5.4200,surge,4.8195,4.9661,5.1185,0.0336
0deg,HL25,5,1.8300,5.4200,sway,-17.9660,-17.9728,-17.9651,0.0004
0deg,HL25,5,1.8300,5.4200,heave,0.0015,-0.0013,0.0264,0.0018
0deg,HL25,5,1.8300,5.4200,roll,-0.1300,-0.2336,-0.1050,0.0102
0deg,HL25,5,1.8300,5.4200,pitch,-0.0004,-0.0001,0.0519,0.0035
0deg,HL25,5,1.8300,5.4200,yaw,0.0012,-0.0044,0.0086,0.0005
0deg,HL25,6,2.1700,5.8900,surge,4.8286,5.0060,5.3245,0.0675
0deg,HL25,6,2.1700,5.8900,sway,-17.9670,-17.9729,-17.9657,0.0005
0deg,HL25,6,2.1700,5.8900,heave,0.0002,-0.0013,0.0451,0.0028
0deg,HL25,6,2.1700,5.8900,roll,-0.1344,-0.2346,-0.1121,0.0088
0deg,HL25,6,2.1700,5.8900,pitch,-0.0001,-0.0002,0.0931,0.0075
0deg,HL25,6,2.1700,5.8900,yaw,0.0021,-0.0050,0.0104,0.0006
0deg,HL25,7,2.5000,6.3300,surge,4.8360,5.0460,5.7001,0.1490
0deg,HL25,7,2.5000,6.3300,sway,-17.9670,-17.9729,-17.9655,0.0004
0deg,HL25,7,2.5000,6.3300,heave,0.0008,-0.0012,0.0698,0.0063
0deg,HL25,7,2.5000,6.3300,roll,-0.1462,-0.2341,-0.1149,0.0077
0deg,HL25,7,2.5000,6.3300,pitch,-0.0005,-0.0002,0.1500,0.0115
0deg,HL25,7,2.5000,6.3300,yaw,0.0025,-0.0055,0.0112,0.0014
0deg,HL25,8,2.8300,6.7400,surge,4.8503,5.0909,6.1821,0.2430
0deg,HL25,8,2.8300,6.7400,sway,-17.9680,-17.9729,-17.9639,0.0008
0deg,HL25,8,2.8300,6.7400,heave,0.0005,-0.0012,0.1009,0.0076
0deg,HL25,8,2.8300,6.7400,roll,-0.1603,-0.2332,-0.0903,0.0095
0deg,HL25,8,2.8300,6.7400,pitch,-0.0005,-0.0003,0.2109,0.0142
0deg,HL25,8,2.8300,6.7400,yaw,0.0033,-0.0063,0.0109,0.0016
0deg,HL27,1,0.5000,2.9400,surge,4.8029,4.8030,4.8104,0.0011
0deg,HL27,1,0.5000,2.9400,sway,-17.9660,-17.9660,-17.9653,0.0000
0deg,HL27,1,0.5000,2.9400,heave,0.0016,0.0008,0.0016,0.0000
0deg,HL27,1,0.5000,2.9400,roll,-0.1184,-0.1174,-0.1136,0.0002
0deg,HL27,1,0.5000,2.9400,pitch,-0.0002,-0.0001,0.0010,0.0002
0deg,HL27,1,0.5000,2.9400,yaw,-0.0012,-0.0012,0.0010,0.0002
0deg,HL27,2,0.8300,3.8000,surge,4.8061,4.8065,4.8268,0.0041
0deg,HL27,2,0.8300,3.8000,sway,-17.9660,-17.9660,-17.9648,0.0001
0deg,HL27,2,0.8300,3.8000,heave,0.0016,0.0008,0.0030,0.0001
0deg,HL27,2,0.8300,3.8000,roll,-0.1198,-0.1189,-0.1110,0.0004
0deg,HL27,2,0.8300,3.8000,pitch,-0.0003,-0.0001,0.0042,0.0002
0deg,HL27,2,0.8300,3.8000,yaw,-0.0007,-0.0006,0.0051,0.0006
0deg,HL27,3,1.1700,4.4900,surge,4.8100,4.8337,4.8883,0.0139
0deg,HL27,3,1.1700,4.4900,sway,-17.9660,-17.9681,-17.9642,0.0004
0deg,HL27,3,1.1700,4.4900,heave,0.0016,0.0002,0.0073,0.0004
0deg,HL27,3,1.1700,4.4900,roll,-0.1222,-0.1562,-0.1096,0.0047
0deg,HL27,3,1.1700,4.4900,pitch,-0.0003,-0.0002,0.0134,0.0007
0deg,HL27,3,1.1700,4.4900,yaw,-0.0001,-0.0009,0.0072,0.0003
0deg,HL27,4,1.5000,5.0900,surge,4.8143,4.9164,4.9826,0.0053
0deg,HL27,4,1.5000,5.0900,sway,-17.9660,-17.9721,-17.9654,0.0002
0deg,HL27,4,1.5000,5.0900,heave,0.0016,-0.0011,0.0161,0.0010
0deg,HL27,4,1.5000,5.0900,roll,-0.1254,-0.2232,-0.1067,0.0046
0deg,HL27,4,1.5000,5.0900,pitch,-0.0003,-0.0001,0.0321,0.0017
0deg,HL27,4,1.5000,5.0900,yaw,0.0005,-0.0033,0.0078,0.0006
0deg,HL27,5,1.8300,5.6300,surge,4.8194,4.9637,5.0999,0.0254
0deg,HL27,5,1.8300,5.6300,sway,-17.9660,-17.9728,-17.9652,0.0004
0deg,HL27,5,1.8300,5.6300,heave,0.0015,-0.0013,0.0302,0.0024
0deg,HL27,5,1.8300,5.6300,roll,-0.1299,-0.2337,-0.1080,0.0095
0deg,HL27,5,1.8300,5.6300,pitch,-0.0004,-0.0001,0.0626,0.0041
0deg,HL27,5,1.8300,5.6300,yaw,0.0012,-0.0043,0.0082,0.0004
0deg,HL27,6,2.1700,6.1200,surge,4.8283,5.0038,5.3399,0.0638
0deg,HL27,6,2.1700,6.1200,sway,-17.9670,-17.9729,-17.9657,0.0004
0deg,HL27,6,2.1700,6.1200,heave,0.0002,-0.0013,0.0540,0.0045
0deg,HL27,6,2.1700,6.1200,roll,-0.1342,-0.2339,-0.1114,0.0088
0deg,HL27,6,2.1700,6.1200,pitch,-0.0001,-0.0002,0.1131,0.0070
0deg,HL27,6,2.1700,6.1200,yaw,0.0020,-0.0049,0.0093,0.0004
0deg,HL27,7,2.5000,6.5800,surge,4.8356,5.0426,5.7025,0.1415
0deg,HL27,7,2.5000,6.5800,sway,-17.9670,-17.9729,-17.9651,0.0006
0deg,HL27,7,2.5000,6.5800,heave,0.0008,-0.0012,0.0819,0.0071
0deg,HL27,7,2.5000,6.5800,roll,-0.1457,-0.2337,-0.0953,0.0125
0deg,HL27,7,2.5000,6.5800,pitch,-0.0005,-0.0002,0.1723,0.0133
0deg,HL27,7,2.5000,6.5800,yaw,0.0025,-0.0055,0.0108,0.0015
0deg,HL29,1,0.5000,3.0500,surge,4.8029,4.8030,4.8104,0.0009
0deg,HL29,1,0.5000,3.0500,sway,-17.9660,-17.9660,-17.9653,0.0000
0deg,HL29,1,0.5000,3.0500,heave,0.0016,0.0008,0.0016,0.0000
0deg,HL29,1,0.5000,3.0500,roll,-0.1184,-0.1174,-0.1133,0.0003
0deg,HL29,1,0.5000,3.0500,pitch,-0.0002,-0.0001,0.0011,0.0002
0deg,HL29,1,0.5000,3.0500,yaw,-0.0012,-0.0012,0.0010,0.0002
0deg,HL29,2,0.8300,3.9300,surge,4.8061,4.8064,4.8253,0.0034
0deg,HL29,2,0.8300,3.9300,sway,-17.9660,-17.9660,-17.9647,0.0001
0deg,HL29,2,0.8300,3.9300,heave,0.0016,0.0008,0.0033,0.0001
0deg,HL29,2,0.8300,3.9300,roll,-0.1198,-0.1188,-0.1089,0.0014
0deg,HL29,2,0.8300,3.9300,pitch,-0.0003,-0.0001,0.0048,0.0002
0deg,HL29,2,0.8300,3.9300,yaw,-0.0007,-0.0006,0.0051,0.0006
0deg,HL29,3,1.1700,4.6600,surge,4.8099,4.8349,4.8927,0.0140
0deg,HL29,3,1.1700,4.6600,sway,-17.9660,-17.9684,-17.9643,0.0004
0deg,HL29,3,1.1700,4.6600,heave,0.0016,0.0001,0.0085,0.0005
0deg,HL29,3,1.1700,4.6600,roll,-0.1221,-0.1613,-0.1074,0.0044
0deg,HL29,3,1.1700,4.6600,pitch,-0.0003,-0.0003,0.0162,0.0011
0deg,HL29,3,1.1700,4.6600,yaw,-0.0001,-0.0009,0.0070,0.0003
0deg,HL29,4,1.5000,5.2800,surge,4.8143,4.9175,4.9855,0.0057
0deg,HL29,4,1.5000,5.2800,sway,-17.9660,-17.9722,-17.9652,0.0004
0deg,HL29,4,1.5000,5.2800,heave,0.0016,-0.0011,0.0185,0.0010
0deg,HL29,4,1.5000,5.2800,roll,-0.1254,-0.2259,-0.1045,0.0084
0deg,HL29,4,1.5000,5.2800,pitch,-0.0003,-0.0001,0.0388,0.0019
0deg,HL29,4,1.5000,5.2800,yaw,0.0005,-0.0034,0.0075,0.0004
0deg,HL29,5,1.8300,5.8400,surge,4.8193,4.9631,5.1016,0.0229
0deg,HL29,5,1.8300,5.8400,sway,-17.9660,-17.9727,-17.9654,0.0004
0deg,HL29,5,1.8300,5.8400,heave,0.0015,-0.0013,0.0372,0.0027
0deg,HL29,5,1.8300,5.8400,roll,-0.1297,-0.2335,-0.1034,0.0106
0deg,HL29,5,1.8300,5.8400,pitch,-0.0004,-0.0001,0.0784,0.0053
0deg,HL29,5,1.8300,5.8400,yaw,0.0011,-0.0043,0.0084,0.0007
0deg,HL29,6,2.1700,6.3400,surge,4.8281,5.0016,5.3617,0.0707
0deg,HL29,6,2.1700,6.3400,sway,-17.9670,-17.9728,-17.9657,0.0005
0deg,HL29,6,2.1700,6.3400,heave,0.0002,-0.0013,0.0580,0.0039
0deg,HL29,6,2.1700,6.3400,roll,-0.1340,-0.2338,-0.1121,0.0106
0deg,HL29,6,2.1700,6.3400,pitch,-0.0001,-0.0002,0.1250,0.0069
0deg,HL29,6,2.1700,6.3400,yaw,0.0020,-0.0049,0.0099,0.0009
0deg,HL29,7,2.5000,6.8100,surge,4.8353,5.0400,5.7111,0.1348
0deg,HL29,7,2.5000,6.8100,sway,-17.9670,-17.9729,-17.9637,0.0009
0deg,HL29,7,2.5000,6.8100,heave,0.0008,-0.0012,0.0935,0.0090
0deg,HL29,7,2.5000,6.8100,roll,-0.1454,-0.2334,-0.0868,0.0118
0deg,HL29,7,2.5000,6.8100,pitch,-0.0005,-0.0002,0.2023,0.0177
0deg,HL29,7,2.5000,6.8100,yaw,0.0025,-0.0054,0.0101,0.0012
