heading,line,cond_num,Hs,Tp,dof,static_val,dyn_mean,dyn_max,dyn_std
135deg,HL23,8,2.8300,6.4600,pitch,0.0007,0.0004,0.1546,0.0082
135deg,HL23,8,2.8300,6.4600,yaw,0.0037,0.0091,0.1516,0.0145
135deg,HL23,9,3.1700,6.8300,surge,4.7745,4.6003,5.1002,0.0849
135deg,HL23,9,3.1700,6.8300,sway,-17.8830,-17.8807,-17.0787,0.1405
135deg,HL23,9,3.1700,6.8300,heave,-0.0061,-0.0050,0.1667,0.0070
135deg,HL23,9,3.1700,6.8300,roll,0.1196,0.1558,1.3358,0.0927
135deg,HL23,9,3.1700,6.8300,pitch,0.0008,0.0005,0.2311,0.0151
135deg,HL23,9,3.1700,6.8300,yaw,0.0036,0.0110,0.2563,0.0321
135deg,HL25,1,0.5000,2.8300,surge,4.7964,4.7962,4.8009,0.0006
135deg,HL25,1,0.5000,2.8300,sway,-17.9570,-17.9571,-17.9486,0.0006
135deg,HL25,1,0.5000,2.8300,heave,0.0013,0.0006,0.0016,0.0001
135deg,HL25,1,0.5000,2.8300,roll,-0.0482,-0.0472,-0.0209,0.0025
135deg,HL25,1,0.5000,2.8300,pitch,-0.0001,-0.0001,0.0004,0.0000
135deg,HL25,1,0.5000,2.8300,yaw,-0.0011,-0.0012,0.0008,0.0002
135deg,HL25,2,0.8300,3.6500,surge,4.7944,4.7942,4.8072,0.0022
135deg,HL25,2,0.8300,3.6500,sway,-17.9520,-17.9516,-17.9256,0.0030
135deg,HL25,2,0.8300,3.6500,heave,0.0005,-0.0001,0.0026,0.0001
135deg,HL25,2,0.8300,3.6500,roll,-0.0301,-0.0291,0.0167,0.0028
135deg,HL25,2,0.8300,3.6500,pitch,-0.0000,0.0000,0.0021,0.0001
135deg,HL25,2,0.8300,3.6500,yaw,-0.0004,-0.0005,0.0071,0.0010
135deg,HL25,3,1.1700,4.3200,surge,4.7922,4.7923,4.8158,0.0032
135deg,HL25,3,1.1700,4.3200,sway,-17.9450,-17.9451,-17.9022,0.0026
135deg,HL25,3,1.1700,4.3200,heave,-0.0004,-0.0009,0.0055,0.0004
135deg,HL25,3,1.1700,4.3200,roll,-0.0109,-0.0123,0.0642,0.0061
135deg,HL25,3,1.1700,4.3200,pitch,0.0001,0.0002,0.0103,0.0013
135deg,HL25,3,1.1700,4.3200,yaw,0.0005,0.0003,0.0160,0.0010
135deg,HL25,4,1.5000,4.9000,surge,4.7907,4.7798,4.8185,0.0029
135deg,HL25,4,1.5000,4.9000,sway,-17.9380,-17.9385,-17.8576,0.0071
135deg,HL25,4,1.5000,4.9000,heave,-0.0012,-0.0019,0.0159,0.0020
135deg,HL25,4,1.5000,4.9000,roll,0.0074,-0.0072,0.1180,0.0155
135deg,HL25,4,1.5000,4.9000,pitch,0.0002,0.0003,0.0207,0.0013
135deg,HL25,4,1.5000,4.9000,yaw,0.0012,0.0015,0.0322,0.0035
135deg,HL25,5,1.8300,5.4200,surge,4.7884,4.7193,4.8202,0.0060
135deg,HL25,5,1.8300,5.4200,sway,-17.9290,-17.9301,-17.7956,0.0126
135deg,HL25,5,1.8300,5.4200,heave,-0.0021,-0.0028,0.0257,0.0015
135deg,HL25,5,1.8300,5.4200,roll,0.0280,0.0072,0.2631,0.0346
135deg,HL25,5,1.8300,5.4200,pitch,0.0003,0.0002,0.0436,0.0019
135deg,HL25,5,1.8300,5.4200,yaw,0.0020,0.0046,0.0512,0.0038
135deg,HL25,6,2.1700,5.8900,surge,4.7858,4.6866,4.8618,0.0232
135deg,HL25,6,2.1700,5.8900,sway,-17.9200,-17.9193,-17.6945,0.0285
135deg,HL25,6,2.1700,5.8900,heave,-0.0032,-0.0033,0.0558,0.0058
135deg,HL25,6,2.1700,5.8900,roll,0.0498,0.0427,0.4185,0.0353
135deg,HL25,6,2.1700,5.8900,pitch,0.0004,0.0002,0.0772,0.0033
135deg,HL25,6,2.1700,5.8900,yaw,0.0026,0.0064,0.0782,0.0052
135deg,HL25,7,2.5000,6.3300,surge,4.7802,4.6646,4.8936,0.0240
135deg,HL25,7,2.5000,6.3300,sway,-17.9090,-17.9084,-17.5229,0.0669
135deg,HL25,7,2.5000,6.3300,heave,-0.0030,-0.0040,0.0873,0.0082
135deg,HL25,7,2.5000,6.3300,roll,0.0717,0.0680,0.7874,0.0942
135deg,HL25,7,2.5000,6.3300,pitch,-0.0001,0.0003,0.1279,0.0073
135deg,HL25,7,2.5000,6.3300,yaw,0.0001,0.0075,0.1184,0.0096
135deg,HL25,8,2.8300,6.7400,surge,4.7782,4.6287,5.0570,0.0798
135deg,HL25,8,2.8300,6.7400,sway,-17.8970,-17.8957,-17.3352,0.0975
135deg,HL25,8,2.8300,6.7400,heave,-0.0050,-0.0046,0.1305,0.0039
135deg,HL25,8,2.8300,6.7400,roll,0.0951,0.1022,1.1983,0.1420
135deg,HL25,8,2.8300,6.7400,pitch,0.0007,0.0004,0.1880,0.0098
135deg,HL25,8,2.8300,6.7400,yaw,0.0031,0.0091,0.1893,0.0184
135deg,HL27,1,0.5000,2.9400,surge,4.7964,4.7962,4.8010,0.0007
135deg,HL27,1,0.5000,2.9400,sway,-17.9570,-17.9571,-17.9484,0.0006
135deg,HL27,1,0.5000,2.9400,heave,0.0013,0.0006,0.0016,0.0001
135deg,HL27,1,0.5000,2.9400,roll,-0.0482,-0.0472,-0.0214,0.0023
135deg,HL27,1,0.5000,2.9400,pitch,-0.0001,-0.0001,0.0004,0.0000
135deg,HL27,1,0.5000,2.9400,yaw,-0.0011,-0.0012,0.0011,0.0003
135deg,HL27,2,0.8300,3.8000,surge,4.7944,4.7942,4.8068,0.0021
135deg,HL27,2,0.8300,3.8000,sway,-17.9520,-17.9516,-17.9267,0.0022
135deg,HL27,2,0.8300,3.8000,heave,0.0005,-0.0001,0.0028,0.0002
135deg,HL27,2,0.8300,3.8000,roll,-0.0301,-0.0291,0.0152,0.0029
135deg,HL27,2,0.8300,3.8000,pitch,-0.0000,0.0000,0.0034,0.0004
135deg,HL27,2,0.8300,3.8000,yaw,-0.0004,-0.0005,0.0085,0.0012
135deg,HL27,3,1.1700,4.4900,surge,4.7923,4.7921,4.8152,0.0037
135deg,HL27,3,1.1700,4.4900,sway,-17.9450,-17.9452,-17.9021,0.0025
135deg,HL27,3,1.1700,4.4900,heave,-0.0004,-0.0009,0.0066,0.0004
135deg,HL27,3,1.1700,4.4900,roll,-0.0109,-0.0138,0.0639,0.0069
135deg,HL27,3,1.1700,4.4900,pitch,0.0001,0.0002,0.0103,0.0008
135deg,HL27,3,1.1700,4.4900,yaw,0.0005,0.0003,0.0173,0.0015
135deg,HL27,4,1.5000,5.0900,surge,4.7907,4.7741,4.8238,0.0057
135deg,HL27,4,1.5000,5.0900,sway,-17.9380,-17.9391,-17.8481,0.0118
135deg,HL27,4,1.5000,5.0900,heave,-0.0012,-0.0021,0.0183,0.0019
135deg,HL27,4,1.5000,5.0900,roll,0.0075,-0.0191,0.1203,0.0226
135deg,HL27,4,1.5000,5.0900,pitch,0.0002,0.0003,0.0259,0.0016
135deg,HL27,4,1.5000,5.0900,yaw,0.0012,0.0016,0.0303,0.0015
135deg,HL27,5,1.8300,5.6300,surge,4.7884,4.7084,4.8356,0.0114
135deg,HL27,5,1.8300,5.6300,sway,-17.9290,-17.9304,-17.7782,0.0170
135deg,HL27,5,1.8300,5.6300,heave,-0.0021,-0.0029,0.0335,0.0026
135deg,HL27,5,1.8300,5.6300,roll,0.0281,-0.0013,0.2387,0.0165
135deg,HL27,5,1.8300,5.6300,pitch,0.0003,0.0002,0.0509,0.0011
135deg,HL27,5,1.8300,5.6300,yaw,0.0019,0.0049,0.0585,0.0036
135deg,HL27,6,2.1700,6.1200,surge,4.7857,4.6866,4.8725,0.0273
135deg,HL27,6,2.1700,6.1200,sway,-17.9190,-17.9198,-17.6770,0.0279
135deg,HL27,6,2.1700,6.1200,heave,-0.0032,-0.0035,0.0664,0.0053
135deg,HL27,6,2.1700,6.1200,roll,0.0500,0.0304,0.5793,0.0859
135deg,HL27,6,2.1700,6.1200,pitch,0.0005,0.0003,0.0974,0.0062
135deg,HL27,6,2.1700,6.1200,yaw,0.0023,0.0062,0.0886,0.0063
135deg,HL27,7,2.5000,6.5800,surge,4.7799,4.6558,4.9159,0.0277
135deg,HL27,7,2.5000,6.5800,sway,-17.9090,-17.9086,-17.5151,0.0642
135deg,HL27,7,2.5000,6.5800,heave,-0.0031,-0.0042,0.1095,0.0066
135deg,HL27,7,2.5000,6.5800,roll,0.0720,0.0578,0.9020,0.1202
135deg,HL27,7,2.5000,6.5800,pitch,-0.0001,0.0004,0.1439,0.0074
135deg,HL27,7,2.5000,6.5800,yaw,-0.0003,0.0075,0.1449,0.0173
135deg,HL29,1,0.5000,3.0500,surge,4.7964,4.7962,4.8012,0.0008
135deg,HL29,1,0.5000,3.0500,sway,-17.9570,-17.9571,-17.9482,0.0005
135deg,HL29,1,0.5000,3.0500,heave,0.0013,0.0006,0.0016,0.0000
135deg,HL29,1,0.5000,3.0500,roll,-0.0482,-0.0472,-0.0212,0.0024
135deg,HL29,1,0.5000,3.0500,pitch,-0.0001,-0.0001,0.0005,0.0000
135deg,HL29,1,0.5000,3.0500,yaw,-0.0011,-0.0012,0.0013,0.0003
135deg,HL29,2,0.8300,3.9300,surge,4.7944,4.7942,4.8068,0.0017
135deg,HL29,2,0.8300,3.9300,sway,-17.9520,-17.9516,-17.9257,0.0029
135deg,HL29,2,0.8300,3.9300,heave,0.0005,-0.0001,0.0029,0.0002
135deg,HL29,2,0.8300,3.9300,roll,-0.0301,-0.0291,0.0146,0.0025
135deg,HL29,2,0.8300,3.9300,pitch,-0.0000,0.0000,0.0040,0.0005
135deg,HL29,2,0.8300,3.9300,yaw,-0.0004,-0.0005,0.0087,0.0013
135deg,HL29,3,1.1700,4.6600,surge,4.7923,4.7916,4.8145,0.0028
135deg,HL29,3,1.1700,4.6600,sway,-17.9450,-17.9454,-17.9009,0.0018
135deg,HL29,3,1.1700,4.6600,heave,-0.0004,-0.0010,0.0090,0.0008
135deg,HL29,3,1.1700,4.6600,roll,-0.0109,-0.0188,0.0672,0.0140
135deg,HL29,3,1.1700,4.6600,pitch,0.0001,0.0003,0.0126,0.0012
135deg,HL29,3,1.1700,4.6600,yaw,0.0004,0.0002,0.0238,0.0037
135deg,HL29,4,1.5000,5.2800,surge,4.7906,4.7582,4.8172,0.0041
135deg,HL29,4,1.5000,5.2800,sway,-17.9380,-17.9396,-17.8423,0.0111
135deg,HL29,4,1.5000,5.2800,heave,-0.0012,-0.0023,0.0204,0.0017
135deg,HL29,4,1.5000,5.2800,roll,0.0075,-0.0315,0.1073,0.0076
135deg,HL29,4,1.5000,5.2800,pitch,0.0002,0.0002,0.0308,0.0015
135deg,HL29,4,1.5000,5.2800,yaw,0.0011,0.0022,0.0368,0.0022
135deg,HL29,5,1.8300,5.8400,surge,4.7883,4.7055,4.8487,0.0209
135deg,HL29,5,1.8300,5.8400,sway,-17.9290,-17.9306,-17.7695,0.0198
135deg,HL29,5,1.8300,5.8400,heave,-0.0021,-0.0030,0.0422,0.0040
135deg,HL29,5,1.8300,5.8400,roll,0.0282,-0.0080,0.2840,0.0248
135deg,HL29,5,1.8300,5.8400,pitch,0.0003,0.0002,0.0644,0.0034
135deg,HL29,5,1.8300,5.8400,yaw,0.0017,0.0049,0.0661,0.0044
135deg,HL29,6,2.1700,6.3400,surge,4.7856,4.6827,4.8791,0.0267
135deg,HL29,6,2.1700,6.3400,sway,-17.9190,-17.9201,-17.6837,0.0259
135deg,HL29,6,2.1700,6.3400,heave,-0.0032,-0.0037,0.0779,0.0061
135deg,HL29,6,2.1700,6.3400,roll,0.0502,0.0198,0.5490,0.0576
135deg,HL29,6,2.1700,6.3400,pitch,0.0005,0.0003,0.1104,0.0066
135deg,HL29,6,2.1700,6.3400,yaw,0.0020,0.0061,0.1026,0.0094
135deg,HL29,7,2.5000,6.8100,surge,4.7797,4.6458,4.9023,0.0157
135deg,HL29,7,2.5000,6.8100,sway,-17.9080,-17.9088,-17.5357,0.0512
135deg,HL29,7,2.5000,6.8100,heave,-0.0031,-0.0044,0.1294,0.0073
135deg,HL29,7,2.5000,6.8100,roll,0.0723,0.0506,0.8727,0.0703
135deg,HL29,7,2.5000,6.8100,pitch,-0.0001,0.0004,0.1753,0.0134
135deg,HL29,7,2.5000,6.8100,yaw,-0.0007,0.0076,0.1755,0.0223
180deg,HL7,1,0.5000,1.5000,surge,4.7959,4.7959,4.7979,0.0002
180deg,HL7,1,0.5000,1.5000,sway,-17.9660,-17.9659,-17.9649,0.0001
180deg,HL7,1,0.5000,1.5000,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL7,1,0.5000,1.5000,roll,-0.1159,-0.1149,-0.1097,0.0002
180deg,HL7,1,0.5000,1.5000,pitch,-0.0001,-0.0000,0.0001,0.0000
180deg,HL7,1,0.5000,1.5000,yaw,-0.0023,-0.0024,-0.0015,0.0001
180deg,HL7,2,0.8300,1.9300,surge,4.7936,4.7936,4.7990,0.0006
180deg,HL7,2,0.8300,1.9300,sway,-17.9660,-17.9658,-17.9642,0.0001
180deg,HL7,2,0.8300,1.9300,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL7,2,0.8300,1.9300,roll,-0.1154,-0.1143,-0.1045,0.0005
180deg,HL7,2,0.8300,1.9300,pitch,-0.0001,0.0000,0.0003,0.0000
180deg,HL7,2,0.8300,1.9300,yaw,-0.0027,-0.0028,-0.0010,0.0001
180deg,HL7,3,1.1700,2.2900,surge,4.7911,4.7911,4.8020,0.0016
180deg,HL7,3,1.1700,2.2900,sway,-17.9660,-17.9658,-17.9635,0.0001
180deg,HL7,3,1.1700,2.2900,heave,0.0016,0.0008,0.0017,0.0000
180deg,HL7,3,1.1700,2.2900,roll,-0.1152,-0.1141,-0.0989,0.0009
180deg,HL7,3,1.1700,2.2900,pitch,-0.0001,0.0000,0.0006,0.0000
180deg,HL7,3,1.1700,2.2900,yaw,-0.0031,-0.0032,-0.0004,0.0000
180deg,HL7,4,1.5000,2.5900,surge,4.7885,4.7883,4.8051,0.0024
180deg,HL7,4,1.5000,2.5900,sway,-17.9660,-17.9658,-17.9629,0.0002
180deg,HL7,4,1.5000,2.5900,heave,0.0015,0.0008,0.0020,0.0001
180deg,HL7,4,1.5000,2.5900,roll,-0.1156,-0.1145,-0.0936,0.0014
180deg,HL7,4,1.5000,2.5900,pitch,-0.0000,0.0000,0.0010,0.0001
180deg,HL7,4,1.5000,2.5900,yaw,-0.0035,-0.0037,0.0016,0.0005
180deg,HL7,5,1.8300,2.8700,surge,4.7857,4.7769,4.8018,0.0022
180deg,HL7,5,1.8300,2.8700,sway,-17.9660,-17.9665,-17.9629,0.0003
180deg,HL7,5,1.8300,2.8700,heave,0.0015,0.0005,0.0022,0.0001
180deg,HL7,5,1.8300,2.8700,roll,-0.1164,-0.1283,-0.0929,0.0039
180deg,HL7,5,1.8300,2.8700,pitch,0.0000,0.0001,0.0015,0.0001
180deg,HL7,5,1.8300,2.8700,yaw,-0.0039,-0.0037,0.0043,0.0011
180deg,HL7,6,2.1700,3.1200,surge,4.7825,4.7430,4.7968,0.0023
180deg,HL7,6,2.1700,3.1200,sway,-17.9660,-17.9680,-17.9631,0.0003
180deg,HL7,6,2.1700,3.1200,heave,0.0015,-0.0001,0.0024,0.0001
180deg,HL7,6,2.1700,3.1200,roll,-0.1178,-0.1601,-0.0923,0.0050
180deg,HL7,6,2.1700,3.1200,pitch,0.0001,0.0002,0.0021,0.0001
180deg,HL7,6,2.1700,3.1200,yaw,-0.0043,-0.0029,0.0087,0.0019
180deg,HL7,7,2.5000,3.3500,surge,4.7775,4.6898,4.7910,0.0021
180deg,HL7,7,2.5000,3.3500,sway,-17.9660,-17.9693,-17.9628,0.0004
180deg,HL7,7,2.5000,3.3500,heave,0.0003,-0.0007,0.0035,0.0004
180deg,HL7,7,2.5000,3.3500,roll,-0.1166,-0.1887,-0.0902,0.0065
180deg,HL7,7,2.5000,3.3500,pitch,0.0001,0.0002,0.0032,0.0001
180deg,HL7,7,2.5000,3.3500,yaw,-0.0051,-0.0013,0.0127,0.0019
180deg,HL7,8,2.8300,3.5600,surge,4.7729,4.6269,4.7905,0.0036
180deg,HL7,8,2.8300,3.5600,sway,-17.9660,-17.9702,-17.9626,0.0006
180deg,HL7,8,2.8300,3.5600,heave,0.0002,-0.0011,0.0036,0.0003
180deg,HL7,8,2.8300,3.5600,roll,-0.1200,-0.2106,-0.0903,0.0083
180deg,HL7,8,2.8300,3.5600,pitch,0.0002,0.0003,0.0054,0.0003
180deg,HL7,8,2.8300,3.5600,yaw,-0.0055,0.0006,0.0181,0.0026
180deg,HL7,9,3.1700,3.7700,surge,4.7690,4.5786,4.7864,0.0032
180deg,HL7,9,3.1700,3.7700,sway,-17.9660,-17.9706,-17.9626,0.0007
180deg,HL7,9,3.1700,3.7700,heave,0.0008,-0.0013,0.0049,0.0004
180deg,HL7,9,3.1700,3.7700,roll,-0.1265,-0.2219,-0.0922,0.0083
180deg,HL7,9,3.1700,3.7700,pitch,0.0002,0.0003,0.0077,0.0002
180deg,HL7,9,3.1700,3.7700,yaw,-0.0056,0.0019,0.0219,0.0029
180deg,HL9,1,0.5000,1.7000,surge,4.7959,4.7959,4.7980,0.0002
180deg,HL9,1,0.5000,1.7000,sway,-17.9660,-17.9659,-17.9649,0.0001
180deg,HL9,1,0.5000,1.7000,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL9,1,0.5000,1.7000,roll,-0.1159,-0.1149,-0.1097,0.0002
180deg,HL9,1,0.5000,1.7000,pitch,-0.0001,-0.0000,0.0001,0.0000
180deg,HL9,1,0.5000,1.7000,yaw,-0.0023,-0.0024,-0.0015,0.0001
180deg,HL9,2,0.8300,2.1900,surge,4.7937,4.7936,4.7996,0.0009
180deg,HL9,2,0.8300,2.1900,sway,-17.9660,-17.9658,-17.9642,0.0001
180deg,HL9,2,0.8300,2.1900,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL9,2,0.8300,2.1900,roll,-0.1153,-0.1143,-0.1045,0.0005
180deg,HL9,2,0.8300,2.1900,pitch,-0.0001,0.0000,0.0003,0.0000
180deg,HL9,2,0.8300,2.1900,yaw,-0.0027,-0.0028,-0.0010,0.0001
180deg,HL9,3,1.1700,2.5900,surge,4.7912,4.7911,4.8020,0.0016
180deg,HL9,3,1.1700,2.5900,sway,-17.9660,-17.9658,-17.9635,0.0002
180deg,HL9,3,1.1700,2.5900,heave,0.0016,0.0008,0.0017,0.0000
180deg,HL9,3,1.1700,2.5900,roll,-0.1152,-0.1140,-0.0988,0.0009
180deg,HL9,3,1.1700,2.5900,pitch,-0.0001,0.0000,0.0006,0.0000
180deg,HL9,3,1.1700,2.5900,yaw,-0.0031,-0.0032,0.0001,0.0003
180deg,HL9,4,1.5000,2.9400,surge,4.7887,4.7882,4.8063,0.0025
180deg,HL9,4,1.5000,2.9400,sway,-17.9660,-17.9658,-17.9629,0.0002
180deg,HL9,4,1.5000,2.9400,heave,0.0015,0.0008,0.0021,0.0001
180deg,HL9,4,1.5000,2.9400,roll,-0.1155,-0.1147,-0.0942,0.0015
180deg,HL9,4,1.5000,2.9400,pitch,-0.0000,0.0001,0.0012,0.0001
180deg,HL9,4,1.5000,2.9400,yaw,-0.0034,-0.0036,0.0023,0.0008
180deg,HL9,5,1.8300,3.2500,surge,4.7858,4.7767,4.8019,0.0021
180deg,HL9,5,1.8300,3.2500,sway,-17.9660,-17.9665,-17.9630,0.0003
180deg,HL9,5,1.8300,3.2500,heave,0.0015,0.0005,0.0025,0.0001
180deg,HL9,5,1.8300,3.2500,roll,-0.1163,-0.1285,-0.0928,0.0034
180deg,HL9,5,1.8300,3.2500,pitch,0.0000,0.0001,0.0023,0.0002
180deg,HL9,5,1.8300,3.2500,yaw,-0.0039,-0.0037,0.0047,0.0013
180deg,HL9,6,2.1700,3.5300,surge,4.7827,4.7433,4.7961,0.0015
180deg,HL9,6,2.1700,3.5300,sway,-17.9660,-17.9680,-17.9631,0.0003
180deg,HL9,6,2.1700,3.5300,heave,0.0015,-0.0001,0.0034,0.0002
180deg,HL9,6,2.1700,3.5300,roll,-0.1177,-0.1600,-0.0922,0.0055
180deg,HL9,6,2.1700,3.5300,pitch,0.0001,0.0002,0.0041,0.0004
180deg,HL9,6,2.1700,3.5300,yaw,-0.0043,-0.0029,0.0088,0.0018
180deg,HL9,7,2.5000,3.8000,surge,4.7777,4.6875,4.7938,0.0023
180deg,HL9,7,2.5000,3.8000,sway,-17.9660,-17.9695,-17.9630,0.0003
180deg,HL9,7,2.5000,3.8000,heave,0.0003,-0.0007,0.0044,0.0004
180deg,HL9,7,2.5000,3.8000,roll,-0.1165,-0.1911,-0.0925,0.0052
180deg,HL9,7,2.5000,3.8000,pitch,0.0001,0.0002,0.0063,0.0002
180deg,HL9,7,2.5000,3.8000,yaw,-0.0051,-0.0012,0.0125,0.0021
180deg,HL9,8,2.8300,4.0400,surge,4.7731,4.6206,4.7917,0.0028
180deg,HL9,8,2.8300,4.0400,sway,-17.9660,-17.9704,-17.9632,0.0004
180deg,HL9,8,2.8300,4.0400,heave,0.0002,-0.0012,0.0066,0.0004
180deg,HL9,8,2.8300,4.0400,roll,-0.1199,-0.2134,-0.1020,0.0027
180deg,HL9,8,2.8300,4.0400,pitch,0.0002,0.0003,0.0108,0.0007
180deg,HL9,8,2.8300,4.0400,yaw,-0.0055,0.0009,0.0173,0.0021
180deg,HL9,9,3.1700,4.2700,surge,4.7691,4.5759,4.7833,0.0034
180deg,HL9,9,3.1700,4.2700,sway,-17.9660,-17.9707,-17.9634,0.0005
180deg,HL9,9,3.1700,4.2700,heave,0.0008,-0.0014,0.0115,0.0011
180deg,HL9,9,3.1700,4.2700,roll,-0.1263,-0.2241,-0.0952,0.0092
180deg,HL9,9,3.1700,4.2700,pitch,0.0002,0.0004,0.0149,0.0006
180deg,HL9,9,3.1700,4.2700,yaw,-0.0056,0.0020,0.0208,0.0023
180deg,HL11,1,0.5000,1.8800,surge,4.7960,4.7959,4.7981,0.0003
180deg,HL11,1,0.5000,1.8800,sway,-17.9660,-17.9659,-17.9649,0.0001
180deg,HL11,1,0.5000,1.8800,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL11,1,0.5000,1.8800,roll,-0.1159,-0.1149,-0.1097,0.0002
180deg,HL11,1,0.5000,1.8800,pitch,-0.0001,-0.0000,0.0001,0.0000
180deg,HL11,1,0.5000,1.8800,yaw,-0.0023,-0.0024,-0.0015,0.0001
180deg,HL11,2,0.8300,2.4200,surge,4.7937,4.7936,4.7994,0.0009
180deg,HL11,2,0.8300,2.4200,sway,-17.9660,-17.9658,-17.9642,0.0001
180deg,HL11,2,0.8300,2.4200,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL11,2,0.8300,2.4200,roll,-0.1153,-0.1142,-0.1045,0.0005
180deg,HL11,2,0.8300,2.4200,pitch,-0.0001,0.0000,0.0003,0.0000
180deg,HL11,2,0.8300,2.4200,yaw,-0.0027,-0.0028,-0.0010,0.0001
180deg,HL11,3,1.1700,2.8700,surge,4.7913,4.7911,4.8032,0.0019
180deg,HL11,3,1.1700,2.8700,sway,-17.9660,-17.9658,-17.9635,0.0002
180deg,HL11,3,1.1700,2.8700,heave,0.0016,0.0008,0.0018,0.0001
180deg,HL11,3,1.1700,2.8700,roll,-0.1151,-0.1140,-0.0988,0.0009
180deg,HL11,3,1.1700,2.8700,pitch,-0.0001,0.0000,0.0007,0.0000
180deg,HL11,3,1.1700,2.8700,yaw,-0.0031,-0.0032,0.0005,0.0004
180deg,HL11,4,1.5000,3.2500,surge,4.7887,4.7880,4.8059,0.0026
180deg,HL11,4,1.5000,3.2500,sway,-17.9660,-17.9658,-17.9629,0.0002
180deg,HL11,4,1.5000,3.2500,heave,0.0015,0.0008,0.0023,0.0001
180deg,HL11,4,1.5000,3.2500,roll,-0.1154,-0.1150,-0.0954,0.0011
180deg,HL11,4,1.5000,3.2500,pitch,-0.0000,0.0001,0.0018,0.0001
180deg,HL11,4,1.5000,3.2500,yaw,-0.0034,-0.0036,0.0024,0.0009
180deg,HL11,5,1.8300,3.5900,surge,4.7859,4.7767,4.8019,0.0019
180deg,HL11,5,1.8300,3.5900,sway,-17.9660,-17.9665,-17.9630,0.0002
180deg,HL11,5,1.8300,3.5900,heave,0.0015,0.0005,0.0031,0.0001
180deg,HL11,5,1.8300,3.5900,roll,-0.1163,-0.1287,-0.0934,0.0027
180deg,HL11,5,1.8300,3.5900,pitch,0.0000,0.0001,0.0038,0.0004
180deg,HL11,5,1.8300,3.5900,yaw,-0.0038,-0.0037,0.0044,0.0011
180deg,HL11,6,2.1700,3.9100,surge,4.7827,4.7415,4.7959,0.0013
180deg,HL11,6,2.1700,3.9100,sway,-17.9660,-17.9682,-17.9631,0.0003
180deg,HL11,6,2.1700,3.9100,heave,0.0015,-0.0002,0.0048,0.0003
180deg,HL11,6,2.1700,3.9100,roll,-0.1177,-0.1633,-0.0930,0.0033
180deg,HL11,6,2.1700,3.9100,pitch,0.0001,0.0002,0.0065,0.0001
180deg,HL11,6,2.1700,3.9100,yaw,-0.0043,-0.0029,0.0082,0.0015
180deg,HL11,7,2.5000,4.2000,surge,4.7777,4.6800,4.7926,0.0022
180deg,HL11,7,2.5000,4.2000,sway,-17.9660,-17.9697,-17.9630,0.0005
180deg,HL11,7,2.5000,4.2000,heave,0.0003,-0.0008,0.0081,0.0006
180deg,HL11,7,2.5000,4.2000,roll,-0.1164,-0.1955,-0.0946,0.0038
180deg,HL11,7,2.5000,4.2000,pitch,0.0001,0.0003,0.0102,0.0003
180deg,HL11,7,2.5000,4.2000,yaw,-0.0051,-0.0009,0.0119,0.0016
180deg,HL11,8,2.8300,4.4700,surge,4.7731,4.6157,4.7859,0.0013
180deg,HL11,8,2.8300,4.4700,sway,-17.9660,-17.9707,-17.9633,0.0007
180deg,HL11,8,2.8300,4.4700,heave,0.0002,-0.0013,0.0112,0.0006
180deg,HL11,8,2.8300,4.4700,roll,-0.1199,-0.2202,-0.0888,0.0087
180deg,HL11,8,2.8300,4.4700,pitch,0.0002,0.0003,0.0192,0.0013
180deg,HL11,8,2.8300,4.4700,yaw,-0.0055,0.0011,0.0166,0.0015
180deg,HL11,9,3.1700,4.7200,surge,4.7690,4.5759,4.7901,0.0051
180deg,HL11,9,3.1700,4.7200,sway,-17.9660,-17.9710,-17.9630,0.0009
180deg,HL11,9,3.1700,4.7200,heave,0.0008,-0.0015,0.0188,0.0009
180deg,HL11,9,3.1700,4.7200,roll,-0.1265,-0.2283,-0.0868,0.0107
180deg,HL11,9,3.1700,4.7200,pitch,0.0002,0.0004,0.0267,0.0016
180deg,HL11,9,3.1700,4.7200,yaw,-0.0056,0.0020,0.0180,0.0006
180deg,HL13,1,0.5000,2.0400,surge,4.7960,4.7959,4.7983,0.0003
180deg,HL13,1,0.5000,2.0400,sway,-17.9660,-17.9659,-17.9649,0.0001
180deg,HL13,1,0.5000,2.0400,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL13,1,0.5000,2.0400,roll,-0.1159,-0.1149,-0.1097,0.0002
180deg,HL13,1,0.5000,2.0400,pitch,-0.0001,-0.0000,0.0001,0.0000
180deg,HL13,1,0.5000,2.0400,yaw,-0.0023,-0.0024,-0.0015,0.0001
180deg,HL13,2,0.8300,2.6300,surge,4.7938,4.7936,4.7999,0.0009
180deg,HL13,2,0.8300,2.6300,sway,-17.9660,-17.9658,-17.9642,0.0001
180deg,HL13,2,0.8300,2.6300,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL13,2,0.8300,2.6300,roll,-0.1153,-0.1142,-0.1045,0.0005
